scenario,year,B,C,I,T,seg,clusters,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage,demand:H2 for industry,demand:land transport fuel cell,demand:Fischer-Tropsch,demand:H2 Fuel Cell,demand:Haber-Bosch,demand:Sabatier,demand:hydrogen for highT industry,demand:hydrogen for mediumT industry,demand:methanolisation
1987bcab,1987,b,c,a,b,500,50,min,0.05,2045,2.279834859410784,5.147883252856548,865261059353.9485,,64.19330621715093,4699970849.456536,667382382.1636611,93979554.53975542,667.439031196461,20460.98234907171,0.6490257692340212,830590.2195516664,366264.45861696784,1866553.762034829,31807.900079341947,418628.7329702554,371170328.462,259941.29908,64200000.0,214563285.49707,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,50,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,500,50,min,0.05,2050,2.031838255462747,67.72116696718746,798129528058.0499,,64.22177000788088,4214896367.083441,729966495.4945678,102378754.77337477,729.9716731990189,20460.98234907171,0.578425836971209,782614.9094871376,352315.159715032,1838788.0000846696,31807.90013789603,555349.768736174,412234007.68449,23751.3906,79300000.0,304105444.0116,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,50,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,750,50,min,0.05,2025,-0.0,4.3453984147833113e-11,977506117648.4802,,59.23584863433229,-0.0,0.0,0.22011212862818913,7.15726070466007,0.0,,352289.7562124819,61962.15122609783,402363.7894724775,99790.10009163702,0.09491969561628866,98096328.7604,32842594.93985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,max,0.05,2025,10.489110243155135,2.348120113213479e-07,1013398182553.9746,-14.726380931460879,0.5655951507734466,195347547.95208982,24.971663747217576,0.15410937297236854,53.78684415419136,67963.0407553698,0.9996848574269095,399167.7353474216,94231.1026066322,424106.91087362496,99790.10005409831,0.08925688496311664,98096328.84367,32842595.02901,0.0,0.0,226993113.43137,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,min,0.05,2030,-0.0,1.2092722527830597e-09,946862133840.9515,,89.27546475065964,-0.0,25000000.000496298,3.47724899908959,32.157269178441474,0.0,,515904.27296003274,217017.29531643933,674516.7981174812,78601.10189370162,7641.574770858198,98096337.88129,32842594.61126,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,max,0.05,2030,12.669143994094263,1.698773807227041e-06,984795938980.7732,-17.663894328960424,1.0204641848483587,390369274.7619002,24999999.974495944,0.19595159470759482,89.57040963500762,97860.78696329944,0.8216840853908858,536668.6571326747,284500.5308147008,722967.3159826028,78601.10008894326,683670.7360034875,98096328.64961,32842594.94291,60000.0,6757898.75581,279487580.82288,0.0,0.0,5018167.09638,0.0
1987baab,1987,b,a,a,b,750,50,min,0.05,2035,1.5003160098005859,50.00553257571368,1019804406163.0442,-3.260729146101859,0.9949624902885901,49235045.30064166,75000000.00004777,0.03190489227815742,76.79152855981602,13191.342654501306,0.6789110704033436,894185.8593131404,429894.5680323505,1189485.551856163,40121.300011810876,170502.72476811585,80525092.9472,8220804.65554,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,max,0.05,2035,36.72024127071068,54.688973720562366,1021705366949.1226,-23.10179552545126,1.8470649595703779,2104857237.849433,74999999.96315056,1.2343514733897918,283.3345149730283,305888.52021626977,0.7277794079098835,821183.3110704644,562734.9732187971,1253292.4248132478,40121.30054400705,4315193.534243998,75146648.30807,32842594.51243,19440000.0,65889512.86918,979332166.79341,0.0,0.0,51234733.311,0.0
1987baab,1987,b,a,a,b,750,50,min,0.05,2040,22.787753128204674,759.515811331303,1110406831139.493,-2.8658079342183065,1.0298133361816726,756793416.4398613,125000000.08068873,0.5959974511970869,253.2762376828599,200924.9592873903,0.6615192521456016,1026431.7352744834,504880.2858029765,1990191.0684847757,31807.9004926334,3773615.533049471,1206.99516,6507692.47201,39860000.0,123331652.29359,617545760.88495,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,max,0.05,2040,57.167649799901426,216.1147879044589,1113842608627.504,-28.953448781429127,2.416888907410405,4314892033.278068,124999999.20342168,24832084.61262853,448.30286553156316,505300.6149021682,0.6735731000870603,1087731.8052733636,590605.7819099702,2328005.3134552524,31807.900659973595,9484604.522333588,35442063.22986,6966932.94703,39860000.0,123331652.29359,1566449442.40896,0.0,0.0,133347705.29634,0.0
1987baab,1987,b,a,a,b,750,50,min,0.05,2045,22.669192871432337,755.5641985150623,989260429205.9725,,94.41469562328416,68640866302.75595,200000000.00047907,11.737948123702324,379.6078553545007,200924.94533333418,0.658058062467444,981201.0284220361,500314.8899563369,1991807.009688673,31807.901271101284,3773498.973228727,5058548.61502,0.0,64200000.0,214563285.49707,874332165.53294,0.0,0.0,181700.48179,0.0
1987baab,1987,b,a,a,b,750,50,max,0.05,2045,52.5979023473446,282.15936370556165,1032236854633.5165,-42.760509750470746,2.9487095031365205,4766435932.875626,200000000.0985145,47448056.910253,484.931827001886,505300.60405464954,0.6193907348807142,1044648.6151462363,586068.3066617192,2331436.5866470006,31807.900802217853,10521032.890788699,77288177.20206,8823387.39484,64200000.0,214563285.49707,1377689523.88024,0.0,0.0,10523741.85149,0.0
1987baab,1987,b,a,a,b,750,50,min,0.05,2050,21.538148098723436,717.8664761344523,906103882444.126,,89.89682405634268,63540190591.58862,275000000.0000395,16633617.780913034,397.699179074708,200924.9453333342,0.6251564936435059,940712.9991152091,505255.173833519,2044898.8048625723,31807.900132003713,3774786.247630349,220560.32303,0.0,79300000.0,304105444.0116,597300392.58465,0.0,0.0,8242.38605,0.0
1987baab,1987,b,a,a,b,750,50,max,0.05,2050,56.28978718596671,293.9001562312305,954917465178.1946,-29.511450251094892,1.7982247585776798,3195724742.3290305,274999998.09808093,54968616.78200937,544.5914492093882,473884.8047928422,0.6951328132733677,999760.3076650668,584861.3441661429,2355238.4908942897,31807.901709104743,10554653.913082775,180660204.75846,4926591.43247,79300000.0,304105444.0116,1307146427.51446,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,min,0.05,2025,-0.0,8.542476220612447e-12,977927356144.7483,,59.22448229160775,-0.0,0.0,0.10508922000099931,7.157260189096135,0.0,,352163.4359341288,61896.98983242424,402222.6733637323,99790.10002386251,0.0207457621920327,98096328.17785,32842594.94844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,max,0.05,2025,10.668877926867845,3.211756410322166e-07,1013312729666.5409,-15.181812344619837,0.6376617352565435,224225339.89097905,-11.682915408665849,0.46935887827146533,55.0176683705574,69131.41492151031,0.9996329559622306,406951.90378093673,100876.73287608226,435150.2845023953,99790.10012115732,0.1527306083655336,98096329.48574,32842595.10555,0.0,0.0,232984771.50239,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,min,0.05,2030,-0.0,1.6703453106065569e-12,936004952372.8806,,83.17227431872361,-0.0,100000000.0000048,0.027922477089846142,107.15726008226319,0.0,,500198.31505565153,182975.24984008833,666421.2676653294,78601.10000766866,7351.0725158746745,98096328.04551,32842594.94934,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,max,0.05,2030,12.292835634618003,1.0384963600165168e-05,974831107230.45,-18.928344930490873,1.1907891127621906,454122223.5363218,99999999.9926514,1.8715135053699297,163.0239021279611,83456.4961225327,0.9441646291596884,530041.7493579539,249646.1689101584,715763.675348145,78601.10054117494,20788.60191765611,98096332.12149,32842594.92306,60000.0,6757898.75581,271959165.53553,0.0,0.0,4238.9102,0.0
1987bcab,1987,b,c,a,b,750,50,min,0.05,2035,-0.0,4.957022805226296e-11,909028771009.4515,,150.6755331813865,-0.0,300000000.00004375,0.38059601502538964,307.157260171638,0.0,,687817.2901375243,318510.461187923,1039839.9590131744,40121.300075284154,198963.7886208088,137951446.44519,32842594.91298,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,max,0.05,2035,20.900952935890487,2.2387092248700362e-05,941144110842.9559,-21.274411101703528,1.4992606832380986,943145261.2913454,299999999.8284248,4.398507927442623,395.6247053514435,180130.59869758808,0.7122352339754464,684113.7681415776,428530.1540819104,1075191.8228175573,40121.30075831144,2594244.9694170803,137951448.62785,32842594.594,19440000.0,65889512.86918,430660085.34863,0.0,0.0,9845140.83471,0.0
1987bcab,1987,b,c,a,b,750,50,min,0.05,2040,2.465724078315172,82.1825833413669,970779869339.0447,-3.6783882042537286,0.9679500411017905,78692927.57366404,500000000.0026167,73088457.89084396,500.33286713364095,22558.299357059335,0.6366828504845858,915959.6391964273,422061.28797894425,1574044.3083371879,31807.900036812756,271083.949338328,163138323.88181,1527386.27065,39860000.0,123331652.29359,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,max,0.05,2040,38.01270144946869,119.09423878658086,974374586180.9619,-25.027388637092947,1.8009080207903732,2136580741.0800667,500000001.31624675,119057354.15796685,701.2773621734439,319129.1619888964,0.7124122372335482,879456.3675219184,521595.74549498386,1759611.6824078294,31807.903091276006,6305407.682983213,120749179.01179,32842572.33727,39860000.0,123331652.29359,944977885.76887,0.0,0.0,5202142.36231,0.0
1987bcab,1987,b,c,a,b,750,50,min,0.05,2045,2.5036912582242326,0.008259077200027888,872853749250.9567,,64.22185669045575,5197152920.0337105,673203733.9901216,99911393.49177498,673.4827202791407,22549.726886347886,0.6467322501721194,866314.5871201202,414006.14179187897,1571965.0477624997,31807.93543107347,446619.1781994191,377073812.52759,1278850.03803,64200000.0,214563285.49707,1229.05805,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,750,50,min,0.05,2050,2.1502392516644555,71.66746936884847,806085873606.8896,,64.25848090498282,4458350469.966438,739278598.8786242,102996324.14736159,739.5031426898763,22549.726886347886,0.5554315313716776,819096.3556470161,400056.8159657024,1544198.9765335447,31807.901162288414,617880.8025488313,407702106.84949,1030318.64569,79300000.0,304105444.0116,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,1000,50,min,0.05,2025,-0.0,2.4833317090209243e-11,978971636369.032,,59.373236794643155,-0.0,0.0,0.22261663798323852,7.157260611384857,0.0,,355645.3374446515,59991.03309988657,402891.3768990019,99790.10010372063,0.1763043883258578,98096328.76348,32842594.94627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,max,0.05,2025,10.572713859972444,1.1447910639770575e-07,1015647417587.1548,-14.706979066921592,0.568199502961358,197863756.49652675,6.239937320118884,0.0343024779707989,54.35925776186221,68515.1702773603,0.9995326902676355,399013.4387968652,96264.81819381623,422337.08189632103,99790.10001320088,0.018997772258240314,98096328.15876,32842594.96235,0.0,0.0,229779628.42761,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,min,0.05,2030,-0.0,5.025721758023676e-12,948119961729.6775,,90.13738190396695,-0.0,25000000.000002958,0.04150051939925715,32.157260117859124,0.0,,518957.1534036277,215349.4232908052,684640.0017021222,78601.1000142958,8486.67918470527,98096328.1104,32842594.94666,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,max,0.05,2030,12.659507758111367,2.0757399941635412e-07,987173190794.4934,-17.670434087717133,1.0241731619956727,391473942.73310995,24999999.99851522,0.031035628440571644,89.61088998239443,97335.16328323206,0.826085487100184,534008.1792031109,285740.8615844675,734665.9067357852,78601.10001413514,646446.3594593196,98096328.10032,32842594.95015,60000.0,6757898.75581,279684640.3426,0.0,0.0,4499931.44427,0.0
1987baab,1987,b,a,a,b,1000,50,min,0.05,2035,1.5323763146493874,51.07407957647935,1023744220436.9991,-3.223200935323172,0.9912451901785408,50020002.392078586,75000000.01373012,22.001858512742956,76.95978770327677,13412.911185289566,0.6819641267200682,912697.3282630101,430516.7754263659,1163009.467800544,40121.306493151984,204796.98110978742,79298169.72557,8992017.17559,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,max,0.05,2035,37.174499919231934,53.21744009224374,1025632914991.8179,-22.683175241117183,1.7953211179771937,2072998077.194963,74999999.99887466,2.0539023163473393,284.94704682660597,309327.90627787134,0.728482826206059,818466.8033133843,565308.243332682,1280673.231361563,40121.30083676616,4345096.595127538,76836572.57488,32842594.31985,19440000.0,65889512.86918,987181975.04814,0.0,0.0,56835458.91142,0.0
1987baab,1987,b,a,a,b,1000,50,min,0.05,2040,22.848723940661454,761.547968861736,1113632129167.5305,-2.878197821737694,1.0313190890111603,759484433.5803785,125000000.00231755,0.283854446750047,254.0808746917478,201669.39717913378,0.6608532498259506,1037078.9267022186,504076.79781544034,1970930.5992002562,31807.900224985,3623274.556383819,2212.25615,6171410.30685,39860000.0,123331652.29359,621819489.93873,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,max,0.05,2040,57.18488168129044,216.72484869057402,1117133326935.5073,-28.922964146774266,2.4220622181532865,4324960642.695081,124999999.77353053,24176404.265758462,448.22608944643963,506671.09769822174,0.672151098169419,1078362.9019104792,596264.3779839018,2343243.896034379,31807.900443969418,9485087.394172683,34868085.70505,6841487.02903,39860000.0,123331652.29359,1566208775.09317,0.0,0.0,134862125.13641,0.0
1987baab,1987,b,a,a,b,1000,50,min,0.05,2045,22.60934349994076,753.5694188916514,991996160262.7151,,93.46662868341978,67673027785.46806,200000000.00110787,5.165096976457878,378.652230621449,201669.3901814258,0.6539076848463364,991541.7689360371,499702.99085337867,1975948.7175807632,31807.900619529846,3621352.2216038303,6105435.66764,0.0,64200000.0,214563285.49707,869680202.58943,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,max,0.05,2045,52.51646466033217,282.79729746390893,1034900878468.4545,-44.576495472088226,3.086670221548959,4985189828.4925585,200000007.66311425,46997789.94285251,484.5522684636754,506671.30537871283,0.6169176109119648,1035285.8602246233,591503.8464359588,2344437.7741155876,31807.937269593986,10458965.041442322,76606186.97573,8777851.92522,64200000.0,214563285.49707,1375888796.66105,0.0,0.0,10339640.54685,0.0
1987baab,1987,b,a,a,b,1000,50,min,0.05,2050,21.5843281805106,719.4056582559542,908376143612.3108,,89.98093870442274,63770832667.9267,275000000.0000349,17584344.364586346,398.3208001101518,201669.39018142578,0.6242073649091152,951146.680322228,505816.99312744336,2036907.9541140795,31807.900168934295,3623879.893195515,205194.35279,0.0,79300000.0,304105444.0116,600326447.52277,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,max,0.05,2050,56.08589262683915,301.4886399497599,957138136908.2084,-29.700681390064304,1.811013987237797,3209130247.3283153,274999999.70005476,54455328.51147172,544.9670489149923,473086.65681041393,0.6940861880083644,990409.1214565783,590403.3944632274,2362716.9570734007,31807.900814047305,10494613.236288995,172030801.08337,4842061.6551,79300000.0,304105444.0116,1309064519.87958,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,min,0.05,2025,-0.0,3.0743993575025014e-11,978865243843.6565,,59.3561808440771,-0.0,0.0,0.5466885076132268,7.157260856722538,0.0,,355554.50473098014,59922.952041977085,402806.3673022518,99790.10012755191,0.2592110827613109,98096328.96439,32842594.9376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,max,0.05,2025,10.658946017419073,2.3928404408929026e-07,1015200562626.3539,-15.149944625449075,0.6375922142376369,224160854.90704784,20.735493024198604,0.10881923122348922,54.94966754559414,69081.15457473062,0.9994289851392939,402894.8592227346,104682.345754284,432231.09313458577,99790.1000242083,0.03599160680155663,98096328.26352,32842594.9646,0.0,0.0,232653746.84174,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,min,0.05,2030,-0.0,4.395122547924966e-12,938372720387.6904,,83.48620439015141,-0.0,100000000.00003253,0.2519240919277025,107.15726046434838,0.0,,504287.7667297319,179627.40467638965,677647.352069964,78601.10006846243,8438.105574857083,98096328.41486,32842594.93638,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,max,0.05,2030,12.336825549425516,1.421525075187887e-06,977281100533.0353,-18.8614011651734,1.1824505161197678,452477556.7467177,99999999.94598636,0.35185255606435617,163.32355783650337,83846.69488393258,0.9428747351956897,528690.7525860509,252075.6196075397,725175.4353222821,78601.10009616107,35319.43512844177,98096328.88857,32842594.98766,60000.0,6757898.75581,273417897.50724,0.0,0.0,11678.86303,0.0
1987bcab,1987,b,c,a,b,1000,50,min,0.05,2035,-0.0,9.994111024822571e-11,912783477030.4348,,150.76634453107448,-0.0,300000000.000069,0.7543482339069338,307.1572603028543,0.0,,687213.3456187324,319009.2536951688,1040175.6682300488,40121.30018426864,188469.80908574772,137951446.73517,32842594.88219,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,max,0.05,2035,20.858873718999096,3.1651532701586322e-06,943754622425.8108,-21.29634910133061,1.5028969266835317,944579788.9784203,300000000.0014965,0.6731131704762365,395.1575363927813,179397.0374184014,0.7139823050558942,677651.2448458774,429844.7971451526,1091192.1222735972,40121.30012481482,2542305.948230946,137951446.62627,32842594.92295,19440000.0,65889512.86918,428385910.24544,0.0,0.0,10716800.85873,0.0
1987bcab,1987,b,c,a,b,1000,50,min,0.05,2040,2.5148917220693603,83.82130359052908,973800980404.4313,-3.679455854754368,0.9689486484061552,80073002.891758,499999999.98984915,73512044.19773005,500.44432682613876,22741.372152185184,0.6441509587306178,921749.0686070023,423478.96073750086,1550322.114829706,31807.912320615847,257205.59261370538,161256588.72625,2034918.73811,39860000.0,123331652.29359,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,max,0.05,2040,38.15077321849026,119.72489496453449,977401291954.3531,-24.983055864496105,1.8043798444432748,2144592846.9805043,499999999.8755928,117408058.31327373,702.2900426518313,320763.53346806276,0.7112048316377875,869580.0450643926,526509.1302132211,1773127.1025630399,31807.9002914167,6112000.171006303,120024749.33818,32842592.60425,39860000.0,123331652.29359,949907640.38036,0.0,0.0,5598644.14158,0.0
